[ T - Deposit ]
    title = Energy Deposition
     mesh =  reg            # mesh type is region-wise
      reg = { 101 - 103 }
     unit =    3            # unit is [1/source] : only for output=deposit
   letmat =    0            # (D=0) mat ID for LET, 0:real mat, <0: electron for H2O
  dedxfnc =    0            # (D=0) user defined multiplier, 0(no), 1, 2
   dresol =  2.0000000E-01  # (D=0) width = sqrt(dresol**2 + dfano*E)
    dfano =  5.0000000E-02  # (D=0) width = sqrt(dresol**2 + dfano*E)
 material =  all            # (D=all) number of specific material
   output = deposit         # deposit enerygy distribution
  deposit =    0            # (D=0) 0-> total deposit dist, 1-> each process
   e-type =    3            # e-mesh is log given by emin, emax and ne
     emin =  1.0000000E-05  # minimum value of e-mesh points
     emax =   10.00000      # maximum value of e-mesh points
#    edel =  6.9077553E-02  # mesh width of e-mesh points
       ne =    200          # number of e-mesh points
#    data = ( e(i), i = 1, ne + 1 )
#           1.00000E-05  1.07152E-05  1.14815E-05  1.23027E-05  1.31826E-05
#           1.41254E-05  1.51356E-05  1.62181E-05  1.73780E-05  1.86209E-05
#           1.99526E-05  2.13796E-05  2.29087E-05  2.45471E-05  2.63027E-05
#           2.81838E-05  3.01995E-05  3.23594E-05  3.46737E-05  3.71535E-05
#           3.98107E-05  4.26580E-05  4.57088E-05  4.89779E-05  5.24807E-05
#           5.62341E-05  6.02560E-05  6.45654E-05  6.91831E-05  7.41310E-05
#           7.94328E-05  8.51138E-05  9.12011E-05  9.77237E-05  1.04713E-04
#           1.12202E-04  1.20226E-04  1.28825E-04  1.38038E-04  1.47911E-04
#           1.58489E-04  1.69824E-04  1.81970E-04  1.94984E-04  2.08930E-04
#           2.23872E-04  2.39883E-04  2.57040E-04  2.75423E-04  2.95121E-04
#           3.16228E-04  3.38844E-04  3.63078E-04  3.89045E-04  4.16869E-04
#           4.46684E-04  4.78630E-04  5.12861E-04  5.49541E-04  5.88844E-04
#           6.30957E-04  6.76083E-04  7.24436E-04  7.76247E-04  8.31764E-04
#           8.91251E-04  9.54993E-04  1.02329E-03  1.09648E-03  1.17490E-03
#           1.25893E-03  1.34896E-03  1.44544E-03  1.54882E-03  1.65959E-03
#           1.77828E-03  1.90546E-03  2.04174E-03  2.18776E-03  2.34423E-03
#           2.51189E-03  2.69153E-03  2.88403E-03  3.09030E-03  3.31131E-03
#           3.54813E-03  3.80189E-03  4.07380E-03  4.36516E-03  4.67735E-03
#           5.01187E-03  5.37032E-03  5.75440E-03  6.16595E-03  6.60693E-03
#           7.07946E-03  7.58578E-03  8.12831E-03  8.70964E-03  9.33254E-03
#           1.00000E-02  1.07152E-02  1.14815E-02  1.23027E-02  1.31826E-02
#           1.41254E-02  1.51356E-02  1.62181E-02  1.73780E-02  1.86209E-02
#           1.99526E-02  2.13796E-02  2.29087E-02  2.45471E-02  2.63027E-02
#           2.81838E-02  3.01995E-02  3.23594E-02  3.46737E-02  3.71535E-02
#           3.98107E-02  4.26580E-02  4.57088E-02  4.89779E-02  5.24807E-02
#           5.62341E-02  6.02560E-02  6.45654E-02  6.91831E-02  7.41310E-02
#           7.94328E-02  8.51138E-02  9.12011E-02  9.77237E-02  1.04713E-01
#           1.12202E-01  1.20226E-01  1.28825E-01  1.38038E-01  1.47911E-01
#           1.58489E-01  1.69824E-01  1.81970E-01  1.94984E-01  2.08930E-01
#           2.23872E-01  2.39883E-01  2.57040E-01  2.75423E-01  2.95121E-01
#           3.16228E-01  3.38844E-01  3.63078E-01  3.89045E-01  4.16869E-01
#           4.46684E-01  4.78630E-01  5.12861E-01  5.49541E-01  5.88844E-01
#           6.30957E-01  6.76083E-01  7.24436E-01  7.76247E-01  8.31764E-01
#           8.91251E-01  9.54993E-01  1.02329E+00  1.09648E+00  1.17490E+00
#           1.25893E+00  1.34896E+00  1.44544E+00  1.54882E+00  1.65959E+00
#           1.77828E+00  1.90546E+00  2.04174E+00  2.18776E+00  2.34423E+00
#           2.51189E+00  2.69153E+00  2.88403E+00  3.09030E+00  3.31131E+00
#           3.54813E+00  3.80189E+00  4.07380E+00  4.36516E+00  4.67735E+00
#           5.01187E+00  5.37032E+00  5.75440E+00  6.16595E+00  6.60693E+00
#           7.07946E+00  7.58578E+00  8.12831E+00  8.70964E+00  9.33254E+00
#           1.00000E+01
     axis =   eng           # axis of output
     file = deposit.out     # file name of output for the above axis
     part =  204Pb      208Pb      63Cu       electron   positron   all      
# kf/name :  82000204   82000208   29000063   11         -11        0        
    y-txt = Response [cm^2]
   epsout =    1            # (D=0) generate eps file by ANGEL
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :         207 (  0)           0 (  0)         207 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   reg =    101

x: Deposit Energy [MeV]
y: Response [cm^2]
p: xlog ylog afac(0.8) form(0.9)
h: n            x            y(204Pb   ),hh0l   n y(208Pb   ),hh0dr  n y(63Cu    ),hh0ub  n y(electron),hh0mg  n y(positron),hh0qrr n y(all     ),hh0vbb n 
#  e-lower      e-upper      204Pb       r.err    208Pb       r.err    63Cu        r.err    electron    r.err    positron    r.err    all         r.err 
   6.1660E-03   6.6069E-03   0.0000E+00  0.0000   9.3399E-05  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   1.9962E-04  0.7071
   6.6069E-03   7.0795E-03   0.0000E+00  0.0000   2.4417E-04  0.5849   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   4.9905E-04  0.4472
   7.0795E-03   7.5858E-03   0.0000E+00  0.0000   4.3956E-04  0.4457   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   8.9829E-04  0.3333
   7.5858E-03   8.1283E-03   0.0000E+00  0.0000   2.1128E-05  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   1.9962E-04  0.7071
   8.1283E-03   8.7096E-03   0.0000E+00  0.0000   1.1944E-04  0.8516   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   4.9905E-04  0.4472
   8.7096E-03   9.3325E-03   6.2106E-05  1.0000   4.0971E-04  0.4368   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   8.9829E-04  0.3333
   9.3325E-03   1.0000E-02   0.0000E+00  0.0000   3.8063E-04  0.5017   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   6.9867E-04  0.3780
   1.0000E-02   1.0715E-02   0.0000E+00  0.0000   9.9810E-05  1.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   2.9943E-04  0.5774
   1.0715E-02   1.1482E-02   0.0000E+00  0.0000   7.4697E-04  0.3457   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   1.2975E-03  0.2774
   1.1482E-02   1.2303E-02   0.0000E+00  0.0000   8.5241E-04  0.3204   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   1.5970E-03  0.2500
   1.2303E-02   1.3183E-02   0.0000E+00  0.0000   2.3544E-04  0.5491   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   5.9886E-04  0.4082
   1.3183E-02   1.4125E-02   0.0000E+00  0.0000   4.5127E-04  0.4484   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   7.9848E-04  0.3536
   1.4125E-02   1.5136E-02   0.0000E+00  0.0000   9.0095E-04  0.3275   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   1.4972E-03  0.2582
   1.5136E-02   1.6218E-02   0.0000E+00  0.0000   4.7551E-04  0.4331   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   1.1977E-03  0.2887
   1.6218E-02   1.7378E-02   0.0000E+00  0.0000   1.1146E-03  0.2817   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   1.7966E-03  0.2357
   1.7378E-02   1.8621E-02   0.0000E+00  0.0000   6.6700E-04  0.3710   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   1.3973E-03  0.2673
   1.8621E-02   1.9953E-02   0.0000E+00  0.0000   9.4902E-04  0.3079   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   1.3973E-03  0.2673
   1.9953E-02   2.1380E-02   3.6071E-05  1.0000   4.1330E-04  0.4434   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   1.3973E-03  0.2673
   2.1380E-02   2.2909E-02   0.0000E+00  0.0000   6.8223E-04  0.3781   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   1.3973E-03  0.2673
   2.2909E-02   2.4547E-02   5.6753E-05  1.0000   1.1357E-03  0.2749   0.0000E+00  0.0000   6.8515E-05  1.0000   0.0000E+00  0.0000   2.2956E-03  0.2085
   2.4547E-02   2.6303E-02   0.0000E+00  0.0000   5.6069E-04  0.3953   0.0000E+00  0.0000   7.1245E-05  1.0000   0.0000E+00  0.0000   1.5970E-03  0.2500
   2.6303E-02   2.8184E-02   8.8647E-06  1.0000   7.7094E-04  0.3060   0.0000E+00  0.0000   1.7025E-04  0.7175   0.0000E+00  0.0000   1.6968E-03  0.2425
   2.8184E-02   3.0200E-02   8.6189E-05  0.8837   1.0709E-03  0.2944   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   1.5970E-03  0.2500
   3.0200E-02   3.2359E-02   0.0000E+00  0.0000   1.9943E-03  0.2131   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   2.6949E-03  0.1925
   3.2359E-02   3.4674E-02   0.0000E+00  0.0000   1.2459E-03  0.2649   0.0000E+00  0.0000   1.8169E-04  0.7105   0.0000E+00  0.0000   2.2956E-03  0.2085
   3.4674E-02   3.7154E-02   0.0000E+00  0.0000   1.6270E-03  0.2330   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   2.2956E-03  0.2085
   3.7154E-02   3.9811E-02   8.5566E-05  1.0000   1.5900E-03  0.2389   0.0000E+00  0.0000   6.3100E-05  1.0000   0.0000E+00  0.0000   2.7947E-03  0.1890
   3.9811E-02   4.2658E-02   2.4155E-05  1.0000   2.0949E-03  0.2061   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   3.0941E-03  0.1796
   4.2658E-02   4.5709E-02   9.9810E-05  1.0000   2.1837E-03  0.2012   0.0000E+00  0.0000   1.1807E-04  0.7488   0.0000E+00  0.0000   3.9924E-03  0.1581
   4.5709E-02   4.8978E-02   5.2845E-05  0.8955   1.9822E-03  0.2159   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   2.6949E-03  0.1925
   4.8978E-02   5.2481E-02   0.0000E+00  0.0000   2.2531E-03  0.1964   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   3.2937E-03  0.1741
   5.2481E-02   5.6234E-02   7.6964E-05  0.7071   1.4315E-03  0.2501   0.0000E+00  0.0000   2.2223E-04  0.6097   0.0000E+00  0.0000   2.7947E-03  0.1890
   5.6234E-02   6.0256E-02   2.3409E-04  0.5887   2.9055E-03  0.1754   0.0000E+00  0.0000   1.0205E-04  0.7511   0.0000E+00  0.0000   4.4915E-03  0.1491
   6.0256E-02   6.4565E-02   1.4006E-04  0.7684   2.9303E-03  0.1766   0.0000E+00  0.0000   8.7925E-05  1.0000   0.0000E+00  0.0000   4.6911E-03  0.1459
   6.4565E-02   6.9183E-02   1.7476E-04  0.7085   3.3165E-03  0.1653   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   4.7909E-03  0.1443
   6.9183E-02   7.4131E-02   0.0000E+00  0.0000   3.8452E-03  0.1555   0.0000E+00  0.0000   3.5170E-05  1.0000   0.0000E+00  0.0000   4.9905E-03  0.1414
   7.4131E-02   7.9433E-02   5.2755E-05  0.9517   3.5658E-03  0.1573   0.0000E+00  0.0000   8.6924E-05  1.0000   0.0000E+00  0.0000   5.5894E-03  0.1336
   7.9433E-02   8.5114E-02   1.6361E-04  0.7096   3.2594E-03  0.1678   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   5.4896E-03  0.1348
   8.5114E-02   9.1201E-02   2.2259E-04  0.5823   4.9087E-03  0.1367   0.0000E+00  0.0000   9.3747E-05  1.0000   0.0000E+00  0.0000   6.6873E-03  0.1222
   9.1201E-02   9.7724E-02   2.3931E-04  0.5325   4.6745E-03  0.1404   0.0000E+00  0.0000   1.6130E-04  0.7268   0.0000E+00  0.0000   6.7871E-03  0.1213
   9.7724E-02   1.0471E-01   2.0174E-04  0.6838   5.1554E-03  0.1329   0.0000E+00  0.0000   4.9673E-04  0.4222   0.0000E+00  0.0000   7.9848E-03  0.1118
   1.0471E-01   1.1220E-01   1.3564E-04  0.7681   5.2830E-03  0.1329   0.0000E+00  0.0000   1.5008E-04  0.7213   0.0000E+00  0.0000   7.1863E-03  0.1179
   1.1220E-01   1.2023E-01   9.7700E-05  1.0000   5.7148E-03  0.1261   0.0000E+00  0.0000   4.4853E-04  0.4167   0.0000E+00  0.0000   8.9829E-03  0.1054
   1.2023E-01   1.2882E-01   3.3436E-04  0.5039   6.6395E-03  0.1172   0.0000E+00  0.0000   5.1204E-04  0.4108   0.0000E+00  0.0000   9.3822E-03  0.1031
   1.2882E-01   1.3804E-01   3.0781E-04  0.5121   7.6789E-03  0.1090   0.0000E+00  0.0000   3.7391E-04  0.4643   0.0000E+00  0.0000   1.0879E-02  0.0958
   1.3804E-01   1.4791E-01   7.9449E-04  0.3241   5.7638E-03  0.1275   0.0000E+00  0.0000   2.4253E-04  0.5729   0.0000E+00  0.0000   8.1844E-03  0.1104
   1.4791E-01   1.5849E-01   2.0397E-04  0.5311   7.6872E-03  0.1103   0.0000E+00  0.0000   2.9871E-04  0.5029   0.0000E+00  0.0000   9.2824E-03  0.1037
   1.5849E-01   1.6982E-01   6.4785E-04  0.3797   7.7125E-03  0.1088   0.0000E+00  0.0000   4.0439E-04  0.4252   0.0000E+00  0.0000   1.1578E-02  0.0928
   1.6982E-01   1.8197E-01   3.6871E-04  0.5019   8.8829E-03  0.1024   0.0000E+00  0.0000   4.6922E-04  0.4162   0.0000E+00  0.0000   1.2476E-02  0.0894
   1.8197E-01   1.9498E-01   3.6328E-04  0.4199   7.1633E-03  0.1141   0.0000E+00  0.0000   7.4247E-04  0.3355   0.0000E+00  0.0000   1.0979E-02  0.0953
   1.9498E-01   2.0893E-01   3.8027E-04  0.4578   7.6824E-03  0.1106   0.0000E+00  0.0000   1.0516E-03  0.2826   0.0000E+00  0.0000   1.1279E-02  0.0941
   2.0893E-01   2.2387E-01   2.5776E-04  0.5848   8.3359E-03  0.1065   0.0000E+00  0.0000   5.0440E-04  0.4170   0.0000E+00  0.0000   1.1378E-02  0.0937
   2.2387E-01   2.3988E-01   2.8475E-04  0.5645   7.2690E-03  0.1138   0.0000E+00  0.0000   1.2352E-03  0.2613   0.0000E+00  0.0000   1.1179E-02  0.0945
   2.3988E-01   2.5704E-01   3.5179E-04  0.4565   7.2109E-03  0.1139   0.0000E+00  0.0000   1.2756E-03  0.2680   0.0000E+00  0.0000   1.0680E-02  0.0967
   2.5704E-01   2.7542E-01   5.7525E-04  0.3969   7.3741E-03  0.1128   0.0000E+00  0.0000   1.3028E-03  0.2613   0.0000E+00  0.0000   1.0780E-02  0.0962
   2.7542E-01   2.9512E-01   3.3893E-04  0.5050   7.0671E-03  0.1151   0.0000E+00  0.0000   1.5083E-03  0.2438   0.0000E+00  0.0000   1.0879E-02  0.0958
   2.9512E-01   3.1623E-01   3.5171E-04  0.5054   5.8298E-03  0.1262   0.0000E+00  0.0000   1.8198E-03  0.2193   0.0000E+00  0.0000   9.5818E-03  0.1021
   3.1623E-01   3.3884E-01   3.3190E-04  0.5053   6.8843E-03  0.1167   0.0000E+00  0.0000   1.9545E-03  0.2141   0.0000E+00  0.0000   1.0480E-02  0.0976
   3.3884E-01   3.6308E-01   5.9914E-04  0.3825   6.4428E-03  0.1210   0.0000E+00  0.0000   1.9520E-03  0.2103   0.0000E+00  0.0000   1.0680E-02  0.0967
   3.6308E-01   3.8905E-01   1.7277E-04  0.7075   5.7095E-03  0.1275   0.0000E+00  0.0000   1.7746E-03  0.2247   0.0000E+00  0.0000   9.5818E-03  0.1021
   3.8905E-01   4.1687E-01   4.6176E-04  0.4485   6.3774E-03  0.1203   0.0000E+00  0.0000   2.7626E-03  0.1807   0.0000E+00  0.0000   1.0280E-02  0.0985
   4.1687E-01   4.4668E-01   1.2694E-04  0.8121   4.0705E-03  0.1499   0.0000E+00  0.0000   2.3718E-03  0.1932   0.0000E+00  0.0000   7.2862E-03  0.1170
   4.4668E-01   4.7863E-01   1.0870E-04  0.8299   3.6826E-03  0.1572   0.0000E+00  0.0000   4.0878E-03  0.1493   0.0000E+00  0.0000   8.4839E-03  0.1085
   4.7863E-01   5.1286E-01   7.7575E-05  1.0000   2.8410E-03  0.1785   0.0000E+00  0.0000   3.3069E-03  0.1668   0.0000E+00  0.0000   6.5875E-03  0.1231
   5.1286E-01   5.4954E-01   0.0000E+00  0.0000   1.5509E-03  0.2419   0.0000E+00  0.0000   4.0961E-03  0.1493   0.0000E+00  0.0000   6.1882E-03  0.1270
   5.4954E-01   5.8884E-01   0.0000E+00  0.0000   6.8457E-04  0.3480   0.0000E+00  0.0000   5.2427E-03  0.1325   0.0000E+00  0.0000   6.2881E-03  0.1260
   5.8884E-01   6.3096E-01   1.9130E-04  0.6346   1.3565E-03  0.2403   0.0000E+00  0.0000   5.3550E-03  0.1311   8.9080E-05  0.8188   6.7871E-03  0.1213
   6.3096E-01   6.7608E-01   3.7741E-05  0.7749   9.0731E-04  0.2888   0.0000E+00  0.0000   4.6641E-03  0.1413   0.0000E+00  0.0000   5.6892E-03  0.1325
   6.7608E-01   7.2444E-01   4.9570E-05  0.8273   6.3839E-04  0.3063   0.0000E+00  0.0000   5.7010E-03  0.1278   0.0000E+00  0.0000   6.4877E-03  0.1240
   7.2444E-01   7.7625E-01   4.0014E-05  0.5871   5.0387E-04  0.2655   0.0000E+00  0.0000   5.4867E-03  0.1311   0.0000E+00  0.0000   5.7890E-03  0.1313
   7.7625E-01   8.3176E-01   0.0000E+00  0.0000   5.9422E-04  0.2158   0.0000E+00  0.0000   7.2183E-03  0.1136   6.5416E-05  1.0000   7.7852E-03  0.1132
   8.3176E-01   8.9125E-01   0.0000E+00  0.0000   5.9479E-04  0.2359   0.0000E+00  0.0000   5.8918E-03  0.1267   0.0000E+00  0.0000   6.2881E-03  0.1260
   8.9125E-01   9.5499E-01   4.9220E-05  0.6459   5.5763E-04  0.2003   0.0000E+00  0.0000   5.8166E-03  0.1268   0.0000E+00  0.0000   6.1882E-03  0.1270
   9.5499E-01   1.0233E+00   5.2464E-05  0.6982   6.1808E-04  0.1944   0.0000E+00  0.0000   7.8282E-03  0.1094   0.0000E+00  0.0000   8.2843E-03  0.1098
   1.0233E+00   1.0965E+00   2.0574E-05  0.5963   5.4783E-04  0.1910   0.0000E+00  0.0000   6.6717E-03  0.1192   0.0000E+00  0.0000   6.9867E-03  0.1195
   1.0965E+00   1.1749E+00   7.4303E-05  0.5186   6.6676E-04  0.1913   0.0000E+00  0.0000   6.7514E-03  0.1183   3.2274E-06  1.0000   7.0865E-03  0.1187
   1.1749E+00   1.2589E+00   0.0000E+00  0.0000   6.9922E-04  0.1908   0.0000E+00  0.0000   7.3443E-03  0.1136   0.0000E+00  0.0000   7.6854E-03  0.1140
   1.2589E+00   1.3490E+00   4.2463E-05  0.6208   6.7707E-04  0.1951   0.0000E+00  0.0000   5.4128E-03  0.1322   3.3066E-05  0.6163   5.6892E-03  0.1325
   1.3490E+00   1.4454E+00   2.6931E-05  0.7056   5.5765E-04  0.1877   0.0000E+00  0.0000   7.3781E-03  0.1137   3.5475E-05  1.0000   7.6854E-03  0.1140
   1.4454E+00   1.5488E+00   5.6328E-06  0.7833   2.8785E-04  0.2535   0.0000E+00  0.0000   6.4109E-03  0.1211   1.2809E-04  0.5827   6.8869E-03  0.1204
   1.5488E+00   1.6596E+00   3.1847E-05  0.5859   4.3138E-04  0.2055   0.0000E+00  0.0000   6.4878E-03  0.1206   1.0587E-04  0.7150   6.8869E-03  0.1204
   1.6596E+00   1.7783E+00   6.3610E-05  0.4510   3.4750E-04  0.2253   0.0000E+00  0.0000   7.2706E-03  0.1146   4.6289E-05  0.7490   7.5856E-03  0.1147
   1.7783E+00   1.9055E+00   9.6030E-05  0.4195   4.7613E-04  0.1867   0.0000E+00  0.0000   6.4799E-03  0.1212   6.3568E-05  0.5801   6.7871E-03  0.1213
   1.9055E+00   2.0417E+00   2.8043E-05  0.5872   3.5288E-04  0.2014   0.0000E+00  0.0000   5.6126E-03  0.1300   8.1331E-05  0.6486   5.8888E-03  0.1302
   2.0417E+00   2.1878E+00   4.8455E-05  0.4852   3.2605E-04  0.2076   0.0000E+00  0.0000   5.6981E-03  0.1291   6.7215E-05  0.5810   5.9886E-03  0.1291
   2.1878E+00   2.3442E+00   2.8663E-05  0.7212   2.3785E-04  0.2191   0.0000E+00  0.0000   6.0775E-03  0.1238   3.2367E-04  0.3183   6.5875E-03  0.1231
   2.3442E+00   2.5119E+00   2.2797E-05  0.6171   2.6527E-04  0.2146   0.0000E+00  0.0000   6.6809E-03  0.1182   2.5243E-04  0.3566   7.1863E-03  0.1179
   2.5119E+00   2.6915E+00   2.6004E-05  0.5046   2.6056E-04  0.2013   0.0000E+00  0.0000   5.4876E-03  0.1309   2.5690E-04  0.3882   5.8888E-03  0.1302
   2.6915E+00   2.8840E+00   3.2024E-05  0.5090   2.1303E-04  0.1916   0.0000E+00  0.0000   7.6577E-03  0.1103   3.8124E-04  0.2785   8.2843E-03  0.1098
   2.8840E+00   3.0903E+00   3.5672E-05  0.5559   2.5942E-04  0.1921   0.0000E+00  0.0000   6.3296E-03  0.1202   5.0858E-04  0.2549   6.9867E-03  0.1195
   3.0903E+00   3.3113E+00   1.4958E-05  0.6040   2.4209E-04  0.1784   0.0000E+00  0.0000   6.8076E-03  0.1165   4.9656E-04  0.2532   7.4858E-03  0.1155
   3.3113E+00   3.5481E+00   3.5970E-06  1.0000   1.0242E-04  0.2967   0.0000E+00  0.0000   4.6402E-03  0.1402   3.4235E-04  0.3057   5.1901E-03  0.1387
   3.5481E+00   3.8019E+00   1.7471E-06  1.0000   1.3522E-04  0.2422   0.0000E+00  0.0000   5.4648E-03  0.1299   3.8413E-04  0.2569   5.9886E-03  0.1291
   3.8019E+00   4.0738E+00   1.3369E-05  0.5152   1.8139E-04  0.2006   0.0000E+00  0.0000   5.2786E-03  0.1307   6.2071E-04  0.2342   5.9886E-03  0.1291
   4.0738E+00   4.3652E+00   6.7408E-06  0.7325   1.8496E-04  0.2012   0.0000E+00  0.0000   5.0386E-03  0.1340   5.8502E-04  0.2395   5.6892E-03  0.1325
   4.3652E+00   4.6774E+00   0.0000E+00  0.0000   1.3544E-04  0.2134   0.0000E+00  0.0000   3.9874E-03  0.1466   8.3185E-04  0.2130   4.8907E-03  0.1429
   4.6774E+00   5.0119E+00   1.8568E-06  1.0000   9.9046E-05  0.2502   0.0000E+00  0.0000   3.6531E-03  0.1589   3.7489E-04  0.3363   4.0922E-03  0.1562
   5.0119E+00   5.3703E+00   6.7713E-06  1.0000   7.0881E-05  0.2953   0.0000E+00  0.0000   2.7584E-03  0.1809   2.8534E-04  0.2986   3.0941E-03  0.1796
   5.3703E+00   5.7544E+00   5.1496E-06  0.6417   5.9737E-05  0.3252   0.0000E+00  0.0000   2.2553E-03  0.1962   4.0328E-04  0.2940   2.6949E-03  0.1925
   5.7544E+00   6.1660E+00   3.7484E-06  0.9145   3.4104E-05  0.3788   0.0000E+00  0.0000   1.9561E-03  0.2132   3.1215E-04  0.3687   2.2956E-03  0.2085
   6.1660E+00   6.6069E+00   7.7375E-06  1.0000   5.5744E-05  0.3231   0.0000E+00  0.0000   1.5702E-03  0.2334   3.2615E-04  0.3236   1.8964E-03  0.2294
   6.6069E+00   7.0795E+00   5.1811E-06  0.8396   3.8130E-05  0.3368   0.0000E+00  0.0000   1.2966E-03  0.2567   2.8940E-04  0.3831   1.5970E-03  0.2500
   7.0795E+00   7.5858E+00   0.0000E+00  0.0000   7.7768E-06  0.5202   0.0000E+00  0.0000   6.3243E-04  0.3828   6.3519E-05  0.7269   6.9867E-04  0.3780
   7.5858E+00   8.1283E+00   0.0000E+00  0.0000   2.6978E-05  0.3466   0.0000E+00  0.0000   1.0989E-03  0.2841   1.9140E-04  0.4630   1.2975E-03  0.2774
   8.1283E+00   8.7096E+00   0.0000E+00  0.0000   1.2054E-05  0.5986   0.0000E+00  0.0000   3.6016E-04  0.4589   1.2933E-04  0.5256   4.9905E-04  0.4472
   8.7096E+00   9.3325E+00   4.1829E-06  0.6627   9.7922E-06  0.4635   0.0000E+00  0.0000   4.9258E-04  0.4166   1.0846E-04  0.5738   5.9886E-04  0.4082
   9.3325E+00   1.0000E+01   0.0000E+00  0.0000   1.0091E-05  0.7977   0.0000E+00  0.0000   1.8124E-04  0.7080   2.4166E-05  0.7072   1.9962E-04  0.7071

#   sum over                 1.0770E-02           2.3201E-01           0.0000E+00           2.4113E-01           8.2102E-03           5.6872E-01

'no. =  1,  reg  =    101'
msuc: {\huge Energy Deposition}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.17}
wt: s(0.7)
\vspace{-3}
   vol  &=&   1.0000E+00 [cm^3]
e:

#------------------------------------------------------------------------------
 newpage:
#   no. =  2   reg =    102

x: Deposit Energy [MeV]
y: Response [cm^2]
p: xlog ylog afac(0.8) form(0.9)
h: n            x            y(204Pb   ),hh0l   n y(208Pb   ),hh0dr  n y(63Cu    ),hh0ub  n y(electron),hh0mg  n y(positron),hh0qrr n y(all     ),hh0vbb n 
#  e-lower      e-upper      204Pb       r.err    208Pb       r.err    63Cu        r.err    electron    r.err    positron    r.err    all         r.err 
   1.0000E-05   1.0715E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.0715E-05   1.1482E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.1482E-05   1.2303E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.2303E-05   1.3183E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.3183E-05   1.4125E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.4125E-05   1.5136E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.5136E-05   1.6218E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.6218E-05   1.7378E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
   1.7378E-05   1.8621E-05   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000   0.0000E+00  0.0000
